created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2026-05-13T16:55:28+00:00,32,479.00000,29.30000,53.60000,,,,
2026-05-13T16:55:43+00:00,33,7.00000,29.30000,55.40000,,,,
2026-05-13T16:55:58+00:00,34,177.00000,29.30000,53.50000,,,,
2026-05-13T16:56:28+00:00,35,120.00000,29.30000,53.50000,,,,
2026-05-13T16:56:58+00:00,36,7.00000,29.30000,56.10000,,,,
2026-05-13T16:57:13+00:00,37,139.00000,29.30000,54.60000,,,,
2026-05-13T16:57:43+00:00,38,22.00000,29.30000,52.80000,,,,
2026-05-13T16:57:58+00:00,39,123.00000,29.30000,52.90000,,,,
2026-05-13T16:58:13+00:00,40,484.00000,29.30000,53.60000,,,,
2026-05-13T16:58:43+00:00,41,158.00000,29.20000,55.60000,,,,
2026-05-13T16:58:58+00:00,42,139.00000,29.30000,56.10000,,,,
2026-05-13T16:59:13+00:00,43,8.00000,29.30000,54.60000,,,,
2026-05-13T16:59:28+00:00,44,33.00000,29.30000,54.20000,,,,
2026-05-13T16:59:58+00:00,45,124.00000,29.40000,54.40000,,,,
2026-05-13T17:00:13+00:00,46,177.00000,29.40000,53.70000,,,,
2026-05-13T17:00:28+00:00,47,144.00000,29.40000,53.30000,,,,
2026-05-13T17:00:58+00:00,48,138.00000,29.40000,54.80000,,,,
2026-05-13T17:01:28+00:00,49,123.00000,29.40000,52.30000,,,,
2026-05-13T17:01:43+00:00,50,171.00000,29.40000,52.70000,,,,
2026-05-13T17:02:14+00:00,51,165.00000,29.40000,53.20000,,,,
2026-05-13T17:02:43+00:00,52,135.00000,29.30000,52.00000,,,,
2026-05-13T17:02:59+00:00,53,165.00000,29.30000,53.10000,,,,
2026-05-13T17:03:29+00:00,54,155.00000,29.30000,51.80000,,,,
2026-05-13T17:03:59+00:00,55,13.00000,29.30000,53.50000,,,,
2026-05-13T17:04:14+00:00,56,33.00000,29.30000,53.00000,,,,
2026-05-13T17:04:44+00:00,57,489.00000,29.20000,59.20000,,,,
2026-05-13T17:05:14+00:00,58,347.00000,29.10000,52.50000,,,,
2026-05-13T17:05:44+00:00,59,475.00000,29.10000,54.20000,,,,
2026-05-13T17:06:23+00:00,60,239.00000,29.10000,52.80000,,,,
2026-05-13T17:06:38+00:00,61,239.00000,29.10000,52.80000,,,,
2026-05-13T17:08:14+00:00,62,0.00000,29.00000,52.80000,,,,
2026-05-13T17:08:29+00:00,63,109.00000,29.10000,52.20000,,,,
2026-05-13T17:08:59+00:00,64,86.00000,29.10000,53.10000,,,,
2026-05-13T17:09:29+00:00,65,89.00000,29.10000,52.80000,,,,
2026-05-13T17:09:59+00:00,66,98.00000,29.20000,53.50000,,,,
2026-05-13T17:10:14+00:00,67,82.00000,29.20000,53.00000,,,,
2026-05-13T17:10:44+00:00,68,116.00000,29.20000,52.10000,,,,
2026-05-13T17:11:14+00:00,69,78.00000,29.20000,52.90000,,,,
2026-05-13T17:11:44+00:00,70,95.00000,29.20000,52.40000,,,,
2026-05-13T17:11:59+00:00,71,128.00000,29.20000,51.80000,,,,
2026-05-13T17:12:14+00:00,72,114.00000,29.20000,52.80000,,,,
2026-05-13T17:12:44+00:00,73,100.00000,29.20000,51.60000,,,,
2026-05-13T17:12:59+00:00,74,105.00000,29.20000,51.40000,,,,
2026-05-13T17:13:29+00:00,75,128.00000,29.20000,52.40000,,,,
2026-05-13T17:13:44+00:00,76,90.00000,29.20000,51.80000,,,,
2026-05-13T17:14:00+00:00,77,90.00000,29.20000,51.80000,,,,
2026-05-13T17:16:06+00:00,78,500.00000,29.10000,51.30000,,,,
2026-05-13T17:16:22+00:00,79,64.00000,29.10000,52.70000,,,,
2026-05-13T17:16:37+00:00,80,73.00000,29.10000,52.90000,,,,
2026-05-13T17:16:52+00:00,81,85.00000,29.10000,51.80000,,,,
2026-05-13T17:17:22+00:00,82,84.00000,29.10000,52.80000,,,,
2026-05-13T17:17:37+00:00,83,110.00000,29.10000,53.60000,,,,
2026-05-13T17:18:07+00:00,84,57.00000,29.20000,53.90000,,,,
2026-05-13T17:18:34+00:00,85,47.00000,0.00000,0.00000,,,,
2026-05-13T17:19:04+00:00,86,117.00000,29.30000,51.50000,,,,
2026-05-13T17:19:20+00:00,87,78.00000,29.30000,52.20000,,,,
2026-05-13T17:19:35+00:00,88,474.00000,29.30000,52.30000,,,,
2026-05-13T17:19:50+00:00,89,222.00000,29.30000,51.70000,,,,
2026-05-13T17:20:20+00:00,90,108.00000,29.20000,52.80000,,,,
2026-05-13T17:20:50+00:00,91,95.00000,29.20000,50.50000,,,,
2026-05-13T17:21:20+00:00,92,122.00000,29.10000,51.70000,,,,
2026-05-13T17:21:50+00:00,93,16.00000,29.20000,51.70000,,,,
2026-05-13T17:22:20+00:00,94,113.00000,29.20000,51.00000,,,,
2026-05-13T17:22:35+00:00,95,15.00000,29.20000,51.90000,,,,
2026-05-13T17:23:05+00:00,96,109.00000,29.20000,50.80000,,,,
2026-05-13T17:23:20+00:00,97,102.00000,29.20000,50.90000,,,,
2026-05-13T17:23:35+00:00,98,22.00000,29.30000,50.90000,,,,
2026-05-13T17:24:05+00:00,99,23.00000,29.30000,50.20000,,,,
2026-05-13T17:24:35+00:00,100,70.00000,29.20000,50.30000,,,,
2026-05-13T17:24:50+00:00,101,110.00000,29.20000,50.30000,,,,
2026-05-13T17:25:20+00:00,102,14.00000,29.10000,50.00000,,,,
2026-05-13T17:25:35+00:00,103,108.00000,29.10000,50.30000,,,,
2026-05-13T17:26:05+00:00,104,94.00000,29.10000,49.90000,,,,
2026-05-13T17:26:20+00:00,105,101.00000,29.00000,50.00000,,,,
2026-05-13T17:26:35+00:00,106,70.00000,29.10000,50.10000,,,,
2026-05-13T17:27:05+00:00,107,100.00000,29.00000,50.30000,,,,
2026-05-13T17:27:20+00:00,108,73.00000,29.10000,50.30000,,,,
2026-05-13T17:27:50+00:00,109,113.00000,29.10000,50.40000,,,,
2026-05-13T17:28:05+00:00,110,80.00000,29.10000,50.00000,,,,
2026-05-13T17:28:20+00:00,111,113.00000,29.10000,49.90000,,,,
2026-05-13T17:28:50+00:00,112,117.00000,29.00000,49.90000,,,,
2026-05-13T17:29:20+00:00,113,101.00000,29.00000,50.20000,,,,
2026-05-13T17:29:35+00:00,114,33.00000,29.00000,49.90000,,,,
2026-05-13T17:30:05+00:00,115,79.00000,29.00000,50.60000,,,,
2026-05-13T17:30:35+00:00,116,117.00000,29.00000,49.90000,,,,
2026-05-13T17:31:05+00:00,117,125.00000,29.00000,50.40000,,,,
2026-05-13T17:31:20+00:00,118,130.00000,29.00000,50.10000,,,,
2026-05-13T17:31:50+00:00,119,130.00000,29.00000,49.50000,,,,
2026-05-13T17:32:20+00:00,120,134.00000,29.00000,51.10000,,,,
2026-05-13T17:32:50+00:00,121,243.00000,28.90000,50.10000,,,,
2026-05-13T17:33:05+00:00,122,467.00000,28.90000,50.50000,,,,
2026-05-13T17:33:35+00:00,123,169.00000,28.90000,51.30000,,,,
2026-05-13T17:33:50+00:00,124,380.00000,29.00000,51.20000,,,,
2026-05-13T17:34:20+00:00,125,180.00000,29.10000,50.20000,,,,
2026-05-13T17:34:35+00:00,126,189.00000,29.10000,49.80000,,,,
2026-05-13T17:34:50+00:00,127,146.00000,29.10000,49.50000,,,,
2026-05-13T17:35:05+00:00,128,7.00000,29.20000,49.70000,,,,
2026-05-13T17:35:35+00:00,129,143.00000,29.20000,49.80000,,,,
2026-05-13T17:35:50+00:00,130,157.00000,29.20000,49.70000,,,,
2026-05-13T17:36:20+00:00,131,4.00000,29.20000,49.70000,,,,
2026-05-13T17:36:50+00:00,132,167.00000,29.30000,50.30000,,,,
2026-05-13T17:37:20+00:00,133,124.00000,29.40000,50.40000,,,,
2026-05-13T17:37:35+00:00,134,175.00000,29.40000,49.40000,,,,
2026-05-13T17:37:50+00:00,135,158.00000,29.40000,50.60000,,,,
2026-05-13T17:38:20+00:00,136,139.00000,29.50000,50.40000,,,,
2026-05-13T17:38:35+00:00,137,13.00000,29.50000,50.10000,,,,
2026-05-13T17:39:05+00:00,138,177.00000,29.50000,49.40000,,,,
2026-05-13T17:39:35+00:00,139,166.00000,29.60000,49.20000,,,,
2026-05-13T17:39:50+00:00,140,137.00000,29.60000,50.00000,,,,
2026-05-13T17:40:20+00:00,141,176.00000,29.60000,49.50000,,,,
2026-05-13T17:40:50+00:00,142,157.00000,29.50000,49.40000,,,,
2026-05-13T17:41:20+00:00,143,161.00000,29.50000,50.20000,,,,
2026-05-13T17:41:35+00:00,144,109.00000,29.60000,51.00000,,,,
2026-05-13T17:42:05+00:00,145,171.00000,29.60000,49.80000,,,,
2026-05-13T17:42:35+00:00,146,158.00000,29.60000,49.80000,,,,
2026-05-13T17:42:50+00:00,147,146.00000,29.60000,50.40000,,,,
2026-05-13T17:43:20+00:00,148,149.00000,29.60000,49.50000,,,,
2026-05-13T17:43:35+00:00,149,166.00000,29.60000,49.00000,,,,
2026-05-13T17:43:50+00:00,150,183.00000,29.60000,48.80000,,,,
2026-05-13T17:44:20+00:00,151,125.00000,29.60000,48.70000,,,,
2026-05-13T17:44:35+00:00,152,160.00000,29.70000,49.50000,,,,
2026-05-13T17:45:05+00:00,153,145.00000,29.70000,48.90000,,,,
2026-05-13T17:45:36+00:00,154,7.00000,29.70000,48.80000,,,,
2026-05-13T17:46:05+00:00,155,3.00000,29.60000,49.40000,,,,
2026-05-13T17:46:35+00:00,156,180.00000,29.60000,49.50000,,,,
2026-05-13T17:47:05+00:00,157,28.00000,29.60000,49.30000,,,,
2026-05-13T17:47:35+00:00,158,117.00000,29.50000,48.60000,,,,
2026-05-13T17:48:05+00:00,159,170.00000,29.60000,49.40000,,,,
2026-05-13T17:48:35+00:00,160,139.00000,29.60000,48.50000,,,,
2026-05-13T17:48:50+00:00,161,29.00000,29.60000,48.40000,,,,
2026-05-13T17:49:06+00:00,162,174.00000,29.60000,48.80000,,,,
2026-05-13T17:49:35+00:00,163,118.00000,29.70000,52.30000,,,,
2026-05-13T17:49:50+00:00,164,177.00000,29.70000,49.00000,,,,
2026-05-13T17:50:05+00:00,165,146.00000,29.70000,48.80000,,,,
2026-05-13T17:50:21+00:00,166,138.00000,29.60000,49.00000,,,,
2026-05-13T17:50:50+00:00,167,133.00000,29.60000,48.60000,,,,
2026-05-13T17:51:06+00:00,168,163.00000,29.60000,48.70000,,,,
2026-05-13T17:51:21+00:00,169,125.00000,29.70000,49.00000,,,,
2026-05-13T17:51:51+00:00,170,162.00000,29.70000,48.00000,,,,
2026-05-13T17:52:21+00:00,171,144.00000,29.80000,48.30000,,,,
2026-05-13T17:52:51+00:00,172,20.00000,29.80000,47.80000,,,,
2026-05-13T17:53:25+00:00,173,160.00000,30.00000,48.50000,,,,
2026-05-13T17:53:40+00:00,174,172.00000,29.90000,49.00000,,,,
2026-05-13T17:53:55+00:00,175,162.00000,29.90000,48.90000,,,,
2026-05-13T17:54:25+00:00,176,149.00000,29.80000,48.70000,,,,
2026-05-13T17:54:40+00:00,177,7.00000,29.70000,48.50000,,,,
2026-05-13T17:55:10+00:00,178,187.00000,29.70000,48.80000,,,,
2026-05-13T17:55:40+00:00,179,172.00000,29.80000,48.80000,,,,
2026-05-13T18:06:15+00:00,180,400.00000,29.00000,56.90000,,,,
2026-05-13T18:06:30+00:00,181,250.00000,29.00000,56.20000,,,,
2026-05-13T18:07:00+00:00,182,300.00000,29.00000,55.80000,,,,
2026-05-13T18:07:15+00:00,183,225.00000,29.00000,55.70000,,,,
2026-05-13T18:07:30+00:00,184,31.00000,29.00000,55.30000,,,,
2026-05-13T18:08:00+00:00,185,7.00000,29.00000,57.40000,,,,
2026-05-13T18:08:15+00:00,186,24.00000,29.10000,57.70000,,,,
2026-05-13T18:08:45+00:00,187,45.00000,29.10000,58.40000,,,,
2026-05-13T18:09:15+00:00,188,315.00000,29.10000,58.00000,,,,
2026-05-13T18:09:30+00:00,189,386.00000,29.10000,60.10000,,,,
2026-05-13T18:10:00+00:00,190,229.00000,29.10000,57.40000,,,,
2026-05-13T18:10:16+00:00,191,272.00000,29.00000,57.60000,,,,
2026-05-13T18:10:45+00:00,192,421.00000,29.00000,55.60000,,,,
2026-05-13T18:11:03+00:00,193,372.00000,29.00000,56.40000,,,,
2026-05-13T18:11:31+00:00,194,199.00000,29.00000,57.30000,,,,
2026-05-13T18:12:01+00:00,195,84.00000,29.10000,54.70000,,,,
2026-05-13T18:12:30+00:00,196,75.00000,29.10000,58.20000,,,,
2026-05-13T18:12:46+00:00,197,68.00000,29.10000,58.30000,,,,
2026-05-13T18:13:01+00:00,198,87.00000,29.10000,57.60000,,,,
2026-05-13T18:13:31+00:00,199,87.00000,29.10000,57.60000,,,,
2026-05-13T18:13:46+00:00,200,87.00000,29.10000,57.60000,,,,
2026-05-13T18:14:16+00:00,201,450.00000,29.20000,54.70000,,,,
2026-05-13T18:14:46+00:00,202,33.00000,29.30000,54.70000,,,,
2026-05-13T18:15:01+00:00,203,92.00000,29.30000,54.40000,,,,
2026-05-13T18:15:33+00:00,204,44.00000,29.30000,54.20000,,,,
2026-05-13T18:16:01+00:00,205,11.00000,29.30000,56.50000,,,,
2026-05-13T18:16:31+00:00,206,28.00000,29.30000,55.20000,,,,
2026-05-13T18:16:46+00:00,207,25.00000,29.30000,54.20000,,,,
2026-05-13T18:17:01+00:00,208,2.00000,29.30000,53.90000,,,,
2026-05-13T18:17:31+00:00,209,32.00000,29.30000,57.60000,,,,
2026-05-13T18:17:46+00:00,210,34.00000,29.30000,57.20000,,,,
2026-05-13T18:18:06+00:00,211,29.00000,29.30000,57.20000,,,,
2026-05-13T18:18:31+00:00,212,67.00000,29.30000,56.40000,,,,
2026-05-13T18:18:46+00:00,213,106.00000,29.30000,55.80000,,,,
2026-05-13T18:19:16+00:00,214,106.00000,29.30000,55.80000,,,,
2026-05-13T18:19:31+00:00,215,106.00000,29.30000,55.80000,,,,
2026-05-13T18:20:01+00:00,216,466.00000,29.30000,55.20000,,,,
2026-05-13T18:20:31+00:00,217,491.00000,29.30000,57.70000,,,,
2026-05-13T18:21:01+00:00,218,11.00000,29.30000,56.90000,,,,
2026-05-13T18:21:16+00:00,219,167.00000,29.30000,55.30000,,,,
2026-05-13T18:21:31+00:00,220,216.00000,29.30000,54.70000,,,,
2026-05-13T18:21:46+00:00,221,7.00000,29.40000,57.40000,,,,
2026-05-13T18:22:16+00:00,222,22.00000,29.40000,56.30000,,,,
2026-05-13T18:22:46+00:00,223,22.00000,29.40000,55.30000,,,,
2026-05-13T18:23:16+00:00,224,10.00000,29.40000,57.10000,,,,
2026-05-13T18:23:31+00:00,225,7.00000,29.30000,56.20000,,,,
2026-05-13T18:23:49+00:00,226,119.00000,29.40000,55.60000,,,,
2026-05-13T18:24:19+00:00,227,125.00000,29.40000,53.60000,,,,
2026-05-13T18:24:46+00:00,228,32.00000,29.30000,53.90000,,,,
2026-05-13T18:25:01+00:00,229,33.00000,29.30000,56.50000,,,,
2026-05-13T18:25:31+00:00,230,500.00000,29.40000,56.40000,,,,
2026-05-13T18:25:46+00:00,231,500.00000,29.40000,56.40000,,,,
2026-05-13T18:26:16+00:00,232,500.00000,29.30000,53.20000,,,,
2026-05-13T18:26:31+00:00,233,117.00000,29.30000,52.90000,,,,
2026-05-13T18:26:46+00:00,234,0.00000,29.30000,53.90000,,,,
2026-05-13T18:27:16+00:00,235,251.00000,29.40000,54.40000,,,,
2026-05-13T18:27:31+00:00,236,0.00000,29.30000,53.50000,,,,
2026-05-13T18:27:46+00:00,237,0.00000,29.30000,52.90000,,,,
2026-05-13T18:28:01+00:00,238,0.00000,29.30000,54.00000,,,,
2026-05-13T18:28:31+00:00,239,0.00000,29.30000,52.80000,,,,
2026-05-13T18:28:46+00:00,240,482.00000,29.20000,55.00000,,,,
2026-05-13T18:29:02+00:00,241,464.00000,29.10000,53.70000,,,,
2026-05-13T18:29:31+00:00,242,265.00000,29.10000,55.60000,,,,
2026-05-13T18:29:47+00:00,243,147.00000,29.10000,54.20000,,,,
2026-05-13T18:31:02+00:00,244,187.00000,29.10000,57.50000,,,,
2026-05-13T18:31:17+00:00,245,162.00000,29.10000,54.10000,,,,
2026-05-13T18:31:47+00:00,246,0.00000,29.10000,53.10000,,,,
2026-05-13T18:32:17+00:00,247,8.00000,29.20000,53.90000,,,,
2026-05-13T18:32:47+00:00,248,0.00000,29.10000,53.40000,,,,
2026-05-13T18:33:17+00:00,249,31.00000,29.10000,54.00000,,,,
2026-05-13T18:33:47+00:00,250,500.00000,29.10000,54.60000,,,,
2026-05-13T18:34:17+00:00,251,500.00000,29.10000,54.60000,,,,
2026-05-13T18:34:32+00:00,252,251.00000,29.10000,51.70000,,,,
2026-05-13T18:34:47+00:00,253,2.00000,29.10000,51.70000,,,,
2026-05-13T18:35:17+00:00,254,193.00000,29.10000,55.70000,,,,
2026-05-13T18:35:32+00:00,255,433.00000,29.00000,52.20000,,,,
2026-05-13T18:35:47+00:00,256,280.00000,29.00000,52.80000,,,,
2026-05-13T18:36:02+00:00,257,283.00000,29.00000,53.40000,,,,
2026-05-13T18:37:20+00:00,258,9.00000,29.00000,51.80000,,,,
2026-05-13T18:37:50+00:00,259,381.00000,28.90000,55.50000,,,,
2026-05-13T18:38:20+00:00,260,84.00000,28.80000,51.90000,,,,
2026-05-13T18:38:50+00:00,261,233.00000,28.80000,53.40000,,,,
2026-05-13T18:39:05+00:00,262,308.00000,28.80000,54.60000,,,,
2026-05-13T18:39:21+00:00,263,51.00000,28.90000,54.40000,,,,
2026-05-13T18:39:50+00:00,264,19.00000,28.90000,54.00000,,,,
2026-05-13T18:40:05+00:00,265,2.00000,29.00000,52.90000,,,,
2026-05-13T18:40:36+00:00,266,5.00000,28.90000,54.20000,,,,
2026-05-13T18:41:05+00:00,267,33.00000,29.00000,54.20000,,,,
2026-05-13T18:41:35+00:00,268,7.00000,29.00000,54.30000,,,,
2026-05-13T18:41:50+00:00,269,459.00000,29.00000,53.20000,,,,
2026-05-13T18:42:21+00:00,270,309.00000,28.90000,52.70000,,,,
2026-05-17T11:36:21+00:00,271,0.00000,0.00000,0.00000,,,,
2026-05-17T11:36:36+00:00,272,0.00000,0.00000,0.00000,,,,
2026-05-17T11:38:03+00:00,273,46.00000,0.00000,0.00000,,,,
2026-05-17T11:50:48+00:00,274,0.00000,0.00000,0.00000,,,,
2026-05-17T11:51:10+00:00,275,0.00000,29.20000,64.70000,,,,
2026-05-17T11:52:20+00:00,276,148.00000,29.20000,69.60000,,,,
2026-05-17T11:53:58+00:00,277,0.00000,0.00000,0.00000,,,,
2026-05-17T11:54:13+00:00,278,151.00000,29.10000,68.40000,,,,
2026-05-17T11:59:31+00:00,279,0.00000,29.10000,64.20000,,,,
2026-05-17T11:59:46+00:00,280,158.00000,29.00000,69.10000,,,,
2026-05-17T12:00:01+00:00,281,261.00000,28.90000,66.20000,,,,
2026-05-17T12:03:07+00:00,282,0.00000,32.90000,53.30000,,,,
2026-05-17T12:03:37+00:00,283,228.00000,32.30000,54.60000,,,,
2026-05-17T12:04:07+00:00,284,75.00000,31.90000,54.70000,,,,
2026-05-17T12:04:22+00:00,285,65.00000,31.70000,55.10000,,,,
2026-05-17T12:04:52+00:00,286,4.00000,31.40000,55.50000,,,,
2026-05-17T12:05:22+00:00,287,421.00000,31.10000,58.50000,,,,
2026-05-17T12:05:52+00:00,288,163.00000,30.90000,56.90000,,,,
2026-05-17T12:06:07+00:00,289,3.00000,30.80000,57.30000,,,,
2026-05-17T12:06:37+00:00,290,0.00000,30.70000,59.10000,,,,
2026-05-17T12:07:07+00:00,291,0.00000,30.60000,61.00000,,,,
2026-05-17T12:07:22+00:00,292,0.00000,30.50000,61.80000,,,,
2026-05-17T12:07:52+00:00,293,423.00000,30.50000,66.90000,,,,
2026-05-17T12:08:22+00:00,294,13.00000,30.40000,65.70000,,,,
2026-05-17T12:08:37+00:00,295,0.00000,30.40000,65.00000,,,,
2026-05-17T12:09:07+00:00,296,0.00000,30.30000,66.10000,,,,
2026-05-17T12:09:37+00:00,297,0.00000,30.20000,67.30000,,,,
2026-05-17T12:10:07+00:00,298,0.00000,30.20000,68.10000,,,,
2026-05-17T12:10:22+00:00,299,0.00000,30.20000,68.50000,,,,
2026-05-17T12:10:52+00:00,300,0.00000,30.20000,68.30000,,,,
2026-05-17T12:20:32+00:00,301,0.00000,29.70000,65.90000,,,,
2026-05-17T12:20:47+00:00,302,0.00000,29.70000,65.90000,,,,
2026-05-17T12:21:17+00:00,303,500.00000,29.60000,66.30000,,,,
2026-05-17T12:21:32+00:00,304,0.00000,29.60000,65.40000,,,,
2026-05-17T12:42:00+00:00,305,0.00000,30.10000,62.00000,,,,
2026-05-17T12:42:30+00:00,306,0.00000,30.00000,61.50000,,,,
2026-05-17T12:43:00+00:00,307,0.00000,29.90000,61.60000,,,,
2026-05-17T12:43:15+00:00,308,0.00000,29.90000,61.50000,,,,
2026-05-17T12:43:30+00:00,309,0.00000,29.90000,61.50000,,,,
2026-05-17T12:44:00+00:00,310,134.00000,29.80000,61.60000,,,,
2026-05-17T12:44:15+00:00,311,75.00000,29.80000,61.50000,,,,
2026-05-17T12:44:46+00:00,312,0.00000,29.80000,61.30000,,,,
2026-05-17T12:45:16+00:00,313,0.00000,29.80000,61.00000,,,,
2026-05-17T12:45:45+00:00,314,0.00000,29.70000,60.80000,,,,
2026-05-17T12:46:00+00:00,315,0.00000,29.80000,60.80000,,,,
2026-05-17T12:46:16+00:00,316,0.00000,29.80000,60.50000,,,,
2026-05-17T12:46:31+00:00,317,0.00000,29.70000,60.60000,,,,
2026-05-17T12:46:46+00:00,318,0.00000,29.70000,60.50000,,,,
2026-05-17T12:47:15+00:00,319,0.00000,29.70000,60.30000,,,,
2026-05-17T12:47:31+00:00,320,0.00000,29.70000,60.00000,,,,
2026-05-17T12:48:01+00:00,321,0.00000,29.70000,59.80000,,,,
2026-05-17T12:48:31+00:00,322,0.00000,29.70000,59.60000,,,,
2026-05-17T12:49:01+00:00,323,0.00000,29.70000,60.90000,,,,
2026-05-17T12:49:31+00:00,324,0.00000,29.80000,61.40000,,,,
2026-05-17T12:49:46+00:00,325,500.00000,29.70000,62.70000,,,,
2026-05-17T12:50:16+00:00,326,0.00000,29.80000,62.50000,,,,
2026-05-17T12:50:46+00:00,327,0.00000,29.80000,63.00000,,,,
2026-05-17T12:51:16+00:00,328,0.00000,29.90000,63.60000,,,,
2026-05-17T12:51:31+00:00,329,0.00000,29.90000,63.70000,,,,
2026-05-17T12:51:46+00:00,330,0.00000,29.90000,63.50000,,,,
2026-05-17T13:01:13+00:00,331,0.00000,29.60000,67.60000,,,,
2026-05-17T13:01:28+00:00,332,0.00000,29.60000,67.40000,,,,
2026-05-17T13:01:43+00:00,333,0.00000,29.60000,67.60000,,,,
2026-05-17T13:02:13+00:00,334,0.00000,29.60000,67.60000,,,,
2026-05-17T13:02:43+00:00,335,0.00000,29.60000,67.90000,,,,
2026-05-17T13:03:13+00:00,336,0.00000,29.60000,67.50000,,,,
2026-05-17T13:03:43+00:00,337,0.00000,29.60000,67.50000,,,,
2026-05-17T13:04:13+00:00,338,0.00000,29.60000,67.10000,,,,
2026-05-17T13:04:28+00:00,339,0.00000,29.60000,66.80000,,,,
2026-05-17T13:04:58+00:00,340,0.00000,29.60000,66.40000,,,,
2026-05-17T13:05:13+00:00,341,0.00000,29.60000,66.10000,,,,
2026-05-17T13:05:28+00:00,342,0.00000,29.70000,65.90000,,,,
2026-05-17T13:05:58+00:00,343,0.00000,29.60000,65.60000,,,,
2026-05-17T13:06:28+00:00,344,0.00000,29.70000,65.20000,,,,
2026-05-17T13:06:58+00:00,345,0.00000,29.70000,64.80000,,,,
2026-05-17T13:07:13+00:00,346,0.00000,29.70000,64.60000,,,,
2026-05-17T13:07:43+00:00,347,0.00000,29.70000,64.20000,,,,
2026-05-17T13:08:13+00:00,348,0.00000,29.80000,64.00000,,,,
2026-05-17T13:08:28+00:00,349,0.00000,29.80000,63.70000,,,,
2026-05-17T13:08:58+00:00,350,0.00000,29.80000,63.30000,,,,
2026-05-17T13:09:28+00:00,351,0.00000,29.80000,63.00000,,,,
2026-05-17T13:09:43+00:00,352,0.00000,29.80000,62.80000,,,,
2026-05-17T13:10:13+00:00,353,500.00000,29.80000,62.80000,,,,
2026-05-17T13:10:43+00:00,354,0.00000,29.80000,62.40000,,,,
2026-05-17T13:10:58+00:00,355,0.00000,29.90000,62.20000,,,,
2026-05-17T13:11:28+00:00,356,0.00000,29.80000,61.90000,,,,
2026-05-17T13:11:58+00:00,357,0.00000,29.90000,61.50000,,,,
2026-05-17T13:12:28+00:00,358,0.00000,29.90000,61.20000,,,,
2026-05-17T13:12:58+00:00,359,0.00000,29.90000,61.00000,,,,
2026-05-17T13:13:28+00:00,360,0.00000,29.90000,60.80000,,,,
2026-05-17T13:13:58+00:00,361,0.00000,29.80000,60.60000,,,,
2026-05-17T13:14:13+00:00,362,0.00000,29.80000,60.40000,,,,
2026-05-17T13:14:43+00:00,363,0.00000,29.80000,60.20000,,,,
2026-05-17T13:15:13+00:00,364,0.00000,29.80000,60.10000,,,,
2026-05-17T13:15:43+00:00,365,0.00000,29.80000,59.80000,,,,
2026-05-17T13:16:13+00:00,366,0.00000,29.80000,59.40000,,,,
